anime_id,title,score,start_date,end_date,num_episodes,airing_days,airing_weeks
41392,Urasekai Picnic,6.5,2021-01-04 00:00:00,2021-03-22 00:00:00,12,77,11.0
30524,Kagewani,6.2,2015-10-02 00:00:00,2015-12-25 00:00:00,13,84,12.0
10611,R-15,6.4,2011-07-10 00:00:00,2011-09-25 00:00:00,12,77,11.0
24,School Rumble,7.8,2004-10-05 00:00:00,2005-03-29 00:00:00,26,175,25.0
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.5,2021-01-06 00:00:00,2021-03-24 00:00:00,12,77,11.0
23273,Shigatsu wa Kimi no Uso,8.6,2014-10-10 00:00:00,2015-03-20 00:00:00,22,161,23.0
36425,Zhandou Wang Zhi Jufeng Zhan Hun 2,7.2,2013-10-20 00:00:00,2014-02-24 00:00:00,40,127,18.1
1892,YAT Anshin! Uchuu Ryokou 2,7.2,1998-04-11 00:00:00,1998-10-03 00:00:00,25,175,25.0
10346,Ring ni Kakero 1: Sekai Taikai-hen,6.8,2011-04-10 00:00:00,2011-06-12 00:00:00,6,63,9.0
6067,Moeru! Oniisan,6.8,1988-03-14 00:00:00,1988-09-19 00:00:00,24,189,27.0
39572,Wangu Xian Qiong III: Eren Gu Pian,6.8,2019-03-08 00:00:00,2019-05-17 00:00:00,13,70,10.0
34636,Ballroom e Youkoso,8.1,2017-07-09 00:00:00,2017-12-17 00:00:00,24,161,23.0
18097,Inazuma Eleven Go: Galaxy,6.6,2013-05-08 00:00:00,2014-03-19 00:00:00,43,315,45.0
2142,Blue Dragon,6.3,2007-04-07 00:00:00,2008-03-29 00:00:00,51,357,51.0
4477,Nodame Cantabile: Paris-hen,8.1,2008-10-10 00:00:00,2008-12-19 00:00:00,11,70,10.0
25519,Yuuki Yuuna wa Yuusha de Aru,7.3,2014-10-17 00:00:00,2014-12-26 00:00:00,12,70,10.0
40417,Fruits Basket 2nd Season,8.5,2020-04-07 00:00:00,2020-09-22 00:00:00,25,168,24.0
41389,Tonikaku Kawaii,7.9,2020-10-03 00:00:00,2020-12-19 00:00:00,12,77,11.0
34280,Gamers!,6.8,2017-07-13 00:00:00,2017-09-28 00:00:00,12,77,11.0
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.2,2018-10-04 00:00:00,2018-12-27 00:00:00,13,84,12.0
5203,Shin Maple Town Monogatari: Palm Town-hen,7.0,1987-01-18 00:00:00,1987-12-27 00:00:00,44,343,49.0
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.1,2012-01-24 00:00:00,2012-03-27 00:00:00,12,63,9.0
23199,Durarara!!x2 Shou,8.0,2015-01-10 00:00:00,2015-03-28 00:00:00,12,77,11.0
4999,Asu no Yoichi!,6.7,2009-01-09 00:00:00,2009-03-27 00:00:00,12,77,11.0
4599,Tanoshii Willow Town,6.4,1993-10-07 00:00:00,1994-03-31 00:00:00,26,175,25.0
3182,Massugu ni Ikou. 2nd Season,6.7,2004-03-27 00:00:00,2004-04-01 00:00:00,5,5,0.7
2933,Mirai Keisatsu Urashiman,6.8,1983-01-09 00:00:00,1983-12-24 00:00:00,50,349,49.9
3290,Vampiyan Kids,5.9,2001-10-13 00:00:00,2002-03-30 00:00:00,23,168,24.0
7793,Ring ni Kakero 1: Kage Dou-hen,6.7,2010-04-02 00:00:00,2010-06-17 00:00:00,6,76,10.9
6674,Reporter Blues,6.5,1991-10-03 00:00:00,1991-11-08 00:00:00,52,36,5.1
4013,Paul no Miracle Daisakusen,6.4,1976-10-03 00:00:00,1977-09-11 00:00:00,50,343,49.0
3425,Meiken Lassie,6.9,1996-01-14 00:00:00,1996-08-18 00:00:00,25,217,31.0
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,6.8,1983-10-07 00:00:00,1985-04-09 00:00:00,52,550,78.6
369,Boogiepop wa Warawanai,7.1,2000-01-05 00:00:00,2000-03-22 00:00:00,12,77,11.0
21561,Ryuugajou Nanana no Maizoukin (TV),7.1,2014-04-11 00:00:00,2014-06-20 00:00:00,11,70,10.0
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.3,2020-01-11 00:00:00,2020-03-28 00:00:00,12,77,11.0
33023,Touken Ranbu: Hanamaru,6.6,2016-10-03 00:00:00,2016-12-19 00:00:00,12,77,11.0
45560,Orient,6.0,2022-01-06 00:00:00,2022-03-24 00:00:00,12,77,11.0
25159,Inou-Battle wa Nichijou-kei no Naka de,7.1,2014-10-07 00:00:00,2014-12-23 00:00:00,12,77,11.0
32664,Bananya,6.7,2016-07-04 00:00:00,2016-09-26 00:00:00,13,84,12.0
17265,Log Horizon,7.9,2013-10-05 00:00:00,2014-03-22 00:00:00,25,168,24.0
934,Higurashi no Naku Koro ni,7.9,2006-04-05 00:00:00,2006-09-27 00:00:00,26,175,25.0
6682,11eyes,6.1,2009-10-07 00:00:00,2009-12-23 00:00:00,12,77,11.0
5071,Croket!,7.1,2003-04-07 00:00:00,2005-03-27 00:00:00,104,720,102.9
2566,Uchuujin Tanaka Tarou,6.1,2000-04-17 00:00:00,2001-03-26 00:00:00,24,343,49.0
5997,Sabu to Ichi Torimono Hikae,6.4,1968-10-03 00:00:00,1969-09-24 00:00:00,52,356,50.9
4504,Kinkyuu Hasshin Saver Kids,6.4,1991-02-19 00:00:00,1992-02-18 00:00:00,50,364,52.0
3806,Sasuga no Sarutobi,6.5,1982-10-17 00:00:00,1984-03-11 00:00:00,69,511,73.0
17211,Shouwa Ahozoushi Akanuke Ichiban!,6.5,1985-10-07 00:00:00,1986-03-24 00:00:00,22,168,24.0
2771,Chou Kuse ni Narisou,6.2,1994-04-05 00:00:00,1995-01-03 00:00:00,39,273,39.0
3505,Yuusha Shirei Dagwon,7.0,1996-02-03 00:00:00,1997-01-25 00:00:00,48,357,51.0
5075,Yuusha Keisatsu J-Decker,7.4,1994-02-05 00:00:00,1995-01-28 00:00:00,48,357,51.0
5395,Nekketsu Saikyou Go-Saurer,7.2,1993-03-03 00:00:00,1994-02-23 00:00:00,51,357,51.0
3114,Chiisana Kyojin Microman,6.2,1999-01-04 00:00:00,1999-12-27 00:00:00,52,357,51.0
2741,Monkey Turn V,7.0,2004-07-04 00:00:00,2004-12-19 00:00:00,25,168,24.0
36423,Zhandou Wang Zhi Jufeng Zhan Hun,7.2,2012-08-23 00:00:00,2013-08-18 00:00:00,52,360,51.4
44273,Mewkledreamy Mix!,7.9,2021-04-11 00:00:00,2022-03-27 00:00:00,50,350,50.0
3812,Yume no Hoshi no Button Nose,6.2,1985-10-19 00:00:00,1986-04-26 00:00:00,26,189,27.0
8409,Marie & Gali ver. 2.0,6.0,2010-03-20 00:00:00,2011-03-22 00:00:00,30,367,52.4
3765,Pygmalio,6.9,1990-11-05 00:00:00,1991-09-16 00:00:00,39,315,45.0
3036,Tobe! Isami,7.4,1995-04-08 00:00:00,1996-03-30 00:00:00,50,357,51.0
2826,Oz no Mahoutsukai (1986),6.7,1986-10-06 00:00:00,1987-09-28 00:00:00,52,357,51.0
3136,Ochamegami Monogatari: Korokoro Pollon,7.0,1982-05-08 00:00:00,1984-03-26 00:00:00,46,688,98.3
3486,Yuusha Tokkyuu Might Gaine,7.0,1993-01-30 00:00:00,1994-01-24 00:00:00,47,359,51.3
3021,Yume Senshi Wingman,6.4,1984-02-07 00:00:00,1985-02-26 00:00:00,47,385,55.0
4060,Grimm Meisaku Gekijou,7.4,1987-10-21 00:00:00,1988-03-30 00:00:00,24,161,23.0
3672,Tottemo! Luckyman,7.3,1994-04-06 00:00:00,1995-03-23 00:00:00,50,351,50.1
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,6.5,2006-01-07 00:00:00,2006-12-30 00:00:00,51,357,51.0
6625,Nono-chan,6.3,2001-07-07 00:00:00,2002-09-28 00:00:00,61,448,64.0
3768,Play Ball,6.0,2005-07-05 00:00:00,2005-09-27 00:00:00,13,84,12.0
4773,Yamato Takeru,6.8,1994-04-09 00:00:00,1994-12-24 00:00:00,37,259,37.0
5022,Toushi Gordian,6.3,1979-10-07 00:00:00,1981-02-22 00:00:00,73,504,72.0
23901,Lovely Movie: Itoshi no Muco Season 2,6.3,2014-04-27 00:00:00,2014-10-05 00:00:00,22,161,23.0
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,7.6,2016-07-09 00:00:00,2016-10-01 00:00:00,13,84,12.0
16706,Kami nomi zo Shiru Sekai: Megami-hen,8.0,2013-07-09 00:00:00,2013-09-24 00:00:00,12,77,11.0
38331,Stand My Heroes: Piece of Truth,5.4,2019-10-07 00:00:00,2019-12-23 00:00:00,12,77,11.0
19429,Akuma no Riddle,6.6,2014-04-04 00:00:00,2014-06-20 00:00:00,12,77,11.0
48556,Takt Op. Destiny,7.2,2021-10-06 00:00:00,2021-12-22 00:00:00,12,77,11.0
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.4,2018-10-06 00:00:00,2018-12-29 00:00:00,13,84,12.0
121,Fullmetal Alchemist,8.1,2003-10-04 00:00:00,2004-10-02 00:00:00,51,364,52.0
34382,Citrus,6.4,2018-01-06 00:00:00,2018-03-24 00:00:00,12,77,11.0
4054,Norimono Oukoku BuBu ChaCha,6.9,1999-04-29 00:00:00,1999-11-25 00:00:00,26,210,30.0
8215,Genji Tsuushin Agedama,6.6,1991-10-04 00:00:00,1992-09-25 00:00:00,51,357,51.0
32663,Tama & Friends: Uchi no Tama Shirimasen ka?,6.3,2016-10-01 00:00:00,2018-09-27 00:00:00,104,726,103.7
4723,Seishun Anime Zenshuu,6.5,1986-04-25 00:00:00,1986-12-26 00:00:00,32,245,35.0
754,Yuki no Joou (TV),7.0,2005-05-22 00:00:00,2006-02-12 00:00:00,36,266,38.0
6093,Anmitsu Hime,6.4,1986-10-05 00:00:00,1987-09-27 00:00:00,51,357,51.0
35303,Furusato Meguri: Nippon no Mukashibanashi,6.3,2017-04-02 00:00:00,2018-03-25 00:00:00,50,357,51.0
2084,NG Knight Ramune & 40,7.0,1990-04-06 00:00:00,1991-01-04 00:00:00,38,273,39.0
19585,Kobo-chan,6.8,1992-10-19 00:00:00,1994-03-21 00:00:00,63,518,74.0
40045,Motto! Majime ni Fumajime Kaiketsu Zorori,6.3,2020-04-05 00:00:00,2020-11-08 00:00:00,25,217,31.0
3315,Kikou Keisatsu Metal Jack,6.2,1991-04-08 00:00:00,1991-12-23 00:00:00,37,259,37.0
11841,Qin Shi Mingyue: Ye Jin Tianming,7.0,2008-07-17 00:00:00,2008-08-03 00:00:00,18,17,2.4
5200,Offside (TV),7.2,2001-05-10 00:00:00,2002-01-31 00:00:00,39,266,38.0
1891,YAT Anshin! Uchuu Ryokou,7.2,1996-10-05 00:00:00,1997-09-27 00:00:00,50,357,51.0
6087,Jetter Mars,6.4,1977-02-03 00:00:00,1977-09-15 00:00:00,27,224,32.0
5023,Ninpuu Kamui Gaiden,6.8,1969-04-06 00:00:00,1969-09-28 00:00:00,26,175,25.0
5833,Tondemo Senshi Muteking,6.3,1980-09-07 00:00:00,1981-09-27 00:00:00,56,385,55.0
2929,Moonlight Mile 2nd Season: Touch Down,7.4,2007-09-13 00:00:00,2007-12-13 00:00:00,14,91,13.0
3437,Mister Ajikko,7.2,1987-10-08 00:00:00,1989-09-28 00:00:00,99,721,103.0
39918,Shining Star,6.7,2017-10-16 00:00:00,2018-12-03 00:00:00,52,413,59.0
18155,Line Town,6.6,2013-04-03 00:00:00,2014-03-26 00:00:00,50,357,51.0
6571,Koume-chan ga Iku!,5.7,1999-08-01 00:00:00,1999-10-01 00:00:00,12,61,8.7
4536,Muteki Robo Trider G7,6.4,1980-02-02 00:00:00,1981-01-03 00:00:00,50,336,48.0
4782,Mama wa Poyopoyo Saurus ga Osuki,6.6,1995-09-02 00:00:00,1996-08-31 00:00:00,52,364,52.0
4061,Shin Grimm Meisaku Gekijou,7.4,1988-10-02 00:00:00,1989-03-26 00:00:00,23,175,25.0
1313,Digimon Adventure 02,7.2,2000-04-02 00:00:00,2001-03-25 00:00:00,50,357,51.0
21327,Isshuukan Friends.,7.5,2014-04-07 00:00:00,2014-06-23 00:00:00,12,77,11.0
16524,Suisei no Gargantia,7.4,2013-04-07 00:00:00,2013-06-30 00:00:00,13,84,12.0
112,Chou Henshin Cosprayers,4.8,2004-01-12 00:00:00,2004-03-01 00:00:00,8,49,7.0
47250,Jouran: The Princess of Snow and Blood,6.0,2021-04-07 00:00:00,2021-06-23 00:00:00,12,77,11.0
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.7,2021-10-04 00:00:00,2021-12-20 00:00:00,12,77,11.0
13601,Psycho-Pass,8.3,2012-10-12 00:00:00,2013-03-22 00:00:00,22,161,23.0
4211,Hareluya II Boy,6.5,1997-04-08 00:00:00,1997-09-30 00:00:00,25,175,25.0
9916,Samurai Giants,6.4,1973-10-07 00:00:00,1974-09-15 00:00:00,46,343,49.0
1771,Ring ni Kakero 1: Nichibei Kessen-hen,6.7,2006-04-06 00:00:00,2006-06-12 00:00:00,12,67,9.6
30030,Jewelpet Magical Change,6.8,2015-04-04 00:00:00,2015-12-26 00:00:00,39,266,38.0
5274,Magical★Taruruuto-kun,7.2,1990-09-09 00:00:00,1992-05-10 00:00:00,87,609,87.0
3271,Bakutou Sengen Daigunder,6.7,2002-04-05 00:00:00,2002-12-27 00:00:00,39,266,38.0
37324,Youkai Watch: Shadow Side,6.7,2018-04-13 00:00:00,2019-03-29 00:00:00,49,350,50.0
2040,Mahou no Angel Sweet Mint,6.7,1990-05-02 00:00:00,1991-03-27 00:00:00,47,329,47.0
4242,Ginga Reppuu Baxingar,6.1,1982-07-06 00:00:00,1983-03-29 00:00:00,39,266,38.0
36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,7.1,2015-09-03 00:00:00,2015-10-12 00:00:00,40,39,5.6
3501,Wellber no Monogatari: Sisters of Wellber Zwei,6.8,2008-01-02 00:00:00,2008-03-26 00:00:00,13,84,12.0
1897,Zettai Muteki Raijin-Oh,7.0,1991-04-03 00:00:00,1992-03-25 00:00:00,51,357,51.0
3433,Go-Q-Choji Ikkiman,6.4,1986-04-13 00:00:00,1986-11-23 00:00:00,32,224,32.0
5088,Fabre-sensei wa Meitantei,6.1,2000-04-11 00:00:00,2000-10-17 00:00:00,26,189,27.0
4132,Wakakusa no Yon Shimai,6.3,1981-04-07 00:00:00,1981-09-29 00:00:00,26,175,25.0
6055,F,6.8,1988-03-09 00:00:00,1988-12-23 00:00:00,31,289,41.3
2885,Ganbare Goemon,6.0,1997-10-04 00:00:00,1998-03-28 00:00:00,23,175,25.0
8900,Saru Getchu: On Air 2nd,6.3,2006-10-07 00:00:00,2007-09-29 00:00:00,51,357,51.0
3335,Haikara-san ga Tooru,7.3,1978-06-03 00:00:00,1979-03-31 00:00:00,42,301,43.0
36418,Koneko no Chi: Ponponra Dairyokou,6.4,2018-04-08 00:00:00,2018-09-30 00:00:00,25,175,25.0
10607,Rerere no Tensai Bakabon,6.1,1999-10-19 00:00:00,2000-03-21 00:00:00,24,154,22.0
30386,Pikaia!,6.0,2015-04-29 00:00:00,2015-07-30 00:00:00,13,92,13.1
1660,Kurogane Communication,6.6,1998-10-05 00:00:00,1999-03-29 00:00:00,24,175,25.0
10554,Yakyuukyou no Uta,6.2,1977-12-23 00:00:00,1979-03-26 00:00:00,25,458,65.4
3313,Montana Jones,6.9,1994-04-02 00:00:00,1995-04-08 00:00:00,52,371,53.0
3020,Gu-Gu Ganmo,5.9,1984-03-18 00:00:00,1985-03-17 00:00:00,50,364,52.0
2916,Genki Bakuhatsu Ganbaruger,7.3,1992-04-01 00:00:00,1993-02-24 00:00:00,47,329,47.0
3022,Haai Step Jun,6.4,1985-03-10 00:00:00,1986-01-12 00:00:00,45,308,44.0
34927,Rilu Rilu Fairilu: Mahou no Kagami,7.1,2017-04-07 00:00:00,2018-03-30 00:00:00,51,357,51.0
5217,Goal FH: Field Hunter,6.9,1994-04-04 00:00:00,1994-12-26 00:00:00,39,266,38.0
4651,Yume no Crayon Oukoku,7.3,1997-09-07 00:00:00,1999-01-31 00:00:00,70,511,73.0
5440,Ougon Yuusha Goldran,7.1,1995-02-04 00:00:00,1996-01-27 00:00:00,48,357,51.0
3689,Hatsumei Boy Kanipan,6.7,1998-07-03 00:00:00,1999-01-29 00:00:00,31,210,30.0
40880,Kiratto Pri☆chan Season 3,7.5,2020-04-05 00:00:00,2021-05-30 00:00:00,51,420,60.0
6604,Kuruneko,7.2,2009-07-05 00:00:00,2010-06-26 00:00:00,50,356,50.9
8542,Shin Ace wo Nerae!,6.8,1978-10-14 00:00:00,1979-03-31 00:00:00,25,168,24.0
4933,Muu no Hakugei,6.1,1980-04-04 00:00:00,1980-09-26 00:00:00,26,175,25.0
11835,Qin Shi Mingyue: Zhu Zi Bai Jia,7.2,2011-06-10 00:00:00,2011-08-01 00:00:00,34,52,7.4
3761,Wanwan Sanjuushi,6.8,1981-10-02 00:00:00,1982-03-26 00:00:00,26,175,25.0
5886,Kujira no Josephina,6.0,1979-04-02 00:00:00,1979-09-25 00:00:00,23,176,25.1
31592,Pokemon XY&Z,7.7,2015-10-29 00:00:00,2016-10-27 00:00:00,47,364,52.0
160,"Ima, Soko ni Iru Boku",7.6,1999-10-14 00:00:00,2000-01-20 00:00:00,13,98,14.0
62,D.C.: Da Capo,6.7,2003-07-05 00:00:00,2003-12-27 00:00:00,26,175,25.0
36548,Kokkoku,7.0,2018-01-08 00:00:00,2018-03-26 00:00:00,12,77,11.0
24277,Yowamushi Pedal: Grande Road,8.0,2014-10-07 00:00:00,2015-03-31 00:00:00,24,175,25.0
41456,"Sentouin, Hakenshimasu!",7.1,2021-04-04 00:00:00,2021-06-20 00:00:00,12,77,11.0
877,Nana,8.4,2006-04-05 00:00:00,2007-03-28 00:00:00,47,357,51.0
28891,Haikyuu!! Second Season,8.6,2015-10-04 00:00:00,2016-03-27 00:00:00,25,175,25.0
12467,Nazo no Kanojo X,7.2,2012-04-08 00:00:00,2012-07-01 00:00:00,13,84,12.0
42249,Tokyo Revengers,8.1,2021-04-11 00:00:00,2021-09-19 00:00:00,24,161,23.0
15085,Amnesia,6.0,2013-01-07 00:00:00,2013-03-25 00:00:00,12,77,11.0
37744,Isekai Cheat Magician,5.3,2019-07-10 00:00:00,2019-09-25 00:00:00,12,77,11.0
2758,Shippuu! Iron Leaguer,7.1,1993-04-06 00:00:00,1994-03-29 00:00:00,52,357,51.0
9905,Captain (TV),6.1,1983-01-10 00:00:00,1983-07-04 00:00:00,26,175,25.0
5494,Konnichiwa Anne: Before Green Gables,7.6,2009-04-05 00:00:00,2009-12-27 00:00:00,39,266,38.0
968,Kakutou Bijin Wulong: Rebirth,6.9,2006-04-02 00:00:00,2006-10-01 00:00:00,25,182,26.0
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,7.3,2006-08-05 00:00:00,2006-10-21 00:00:00,12,77,11.0
40983,Hakushon Daimaou 2020,5.7,2020-04-11 00:00:00,2020-09-26 00:00:00,20,168,24.0
1651,Uchuu Senkan Yamato 2,7.5,1978-10-14 00:00:00,1979-04-07 00:00:00,26,175,25.0
5763,Uchuu Kuubo Blue Noah,6.5,1979-10-13 00:00:00,1980-03-30 00:00:00,24,169,24.1
1713,Submarine Super 99,6.2,2003-05-08 00:00:00,2003-07-31 00:00:00,13,84,12.0
2624,"Flanders no Inu, Boku no Patrasche",7.2,1992-10-10 00:00:00,1993-03-27 00:00:00,26,168,24.0
8812,Alice SOS,6.1,1998-04-06 00:00:00,1999-01-28 00:00:00,28,297,42.4
31777,Neko nanka Yondemo Konai.,6.0,2015-10-03 00:00:00,2015-12-19 00:00:00,12,77,11.0
2510,Sengoku Majin Goushougun,6.6,1981-07-03 00:00:00,1981-12-28 00:00:00,26,178,25.4
4067,Shin Megami Tensei Devil Children,6.5,2000-10-07 00:00:00,2001-09-29 00:00:00,50,357,51.0
1548,Shin Taketori Monogatari: 1000-nen Joou,7.2,1981-04-16 00:00:00,1982-03-25 00:00:00,42,343,49.0
1848,Haou Taikei Ryuu Knight,6.6,1994-04-05 00:00:00,1995-03-28 00:00:00,52,357,51.0
798,Yomigaeru Sora: Rescue Wings,7.4,2006-01-09 00:00:00,2006-03-27 00:00:00,12,77,11.0
3305,Muteki Koujin Daitarn 3,7.1,1978-06-03 00:00:00,1979-03-31 00:00:00,40,301,43.0
1986,Wakusei Robo Danguard Ace,6.2,1977-03-06 00:00:00,1978-03-26 00:00:00,56,385,55.0
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,6.9,1991-10-02 00:00:00,1992-12-23 00:00:00,62,448,64.0
2039,Mahou no Yousei Persia,7.0,1984-07-06 00:00:00,1985-05-31 00:00:00,48,329,47.0
3935,Karakuri Kiden: Hiwou Senki,6.5,2000-10-24 00:00:00,2001-05-01 00:00:00,26,189,27.0
3877,Sasurai no Shoujo Nell,6.3,1979-10-25 00:00:00,1980-04-24 00:00:00,26,182,26.0
3325,Yuusha Exkaiser,6.5,1990-02-03 00:00:00,1991-01-26 00:00:00,48,357,51.0
3345,Mikan Enikki,7.3,1992-10-16 00:00:00,1993-06-18 00:00:00,30,245,35.0
1333,Fushigi na Koala Blinky,6.1,1984-07-07 00:00:00,1984-12-28 00:00:00,26,174,24.9
1638,Peter Pan no Bouken,6.8,1989-01-15 00:00:00,1989-12-24 00:00:00,41,343,49.0
2987,Ginga Hyouryuu Vifam,7.3,1983-10-21 00:00:00,1984-09-21 00:00:00,46,336,48.0
3460,Bosco Daibouken,7.1,1986-10-06 00:00:00,1987-03-30 00:00:00,26,175,25.0
3827,Ore wa Teppei,6.5,1977-09-12 00:00:00,1978-03-27 00:00:00,28,196,28.0
6428,Psychoarmor Govarian,5.8,1983-07-06 00:00:00,1983-12-28 00:00:00,26,175,25.0
592,PopoloCrois,6.9,2003-10-05 00:00:00,2004-03-28 00:00:00,26,175,25.0
3630,Miracle Shoujo Limit-chan,5.5,1973-10-01 00:00:00,1974-03-25 00:00:00,25,175,25.0
2087,VS Knight Lamune & 40 Fire,6.9,1996-04-03 00:00:00,1996-09-25 00:00:00,26,175,25.0
2757,Juuni Senshi Bakuretsu Eto Ranger,7.0,1995-04-07 00:00:00,1996-01-26 00:00:00,39,294,42.0
4663,Tekken Chinmi,7.3,1988-07-02 00:00:00,1988-12-24 00:00:00,20,175,25.0
3619,Nanako SOS,6.3,1983-04-02 00:00:00,1983-12-24 00:00:00,39,266,38.0
1040,Mizuiro Jidai,7.0,1996-04-04 00:00:00,1997-02-27 00:00:00,47,329,47.0
3947,Jarinko Chie (TV),6.6,1981-10-03 00:00:00,1983-03-25 00:00:00,64,538,76.9
3691,Watashi to Watashi: Futari no Lotte,7.2,1991-11-09 00:00:00,1992-09-05 00:00:00,29,301,43.0
4191,Popolocrois Monogatari,7.0,1998-10-04 00:00:00,1999-03-28 00:00:00,25,175,25.0
8189,The World of Golden Eggs,6.7,2005-01-07 00:00:00,2006-12-09 00:00:00,26,701,100.1
24417,Maido! Urayasu Tekkin Kazoku,6.3,2014-07-06 00:00:00,2014-12-28 00:00:00,25,175,25.0
3637,Bouken Yuuki Pluster World,6.3,2003-04-03 00:00:00,2004-03-25 00:00:00,52,357,51.0
2694,Hidamari no Ki,7.1,2000-04-05 00:00:00,2000-09-20 00:00:00,25,168,24.0
31537,Manaria Friends,6.6,2019-01-21 00:00:00,2019-03-25 00:00:00,10,63,9.0
29941,Million Doll,4.7,2015-07-07 00:00:00,2015-09-22 00:00:00,11,77,11.0
40497,Mahouka Koukou no Rettousei: Raihousha-hen,7.3,2020-10-04 00:00:00,2020-12-27 00:00:00,13,84,12.0
2487,Kyouryuu Boukenki Jura Tripper,6.9,1995-04-02 00:00:00,1995-12-24 00:00:00,39,266,38.0
23897,Lovely Movie: Itoshi no Muco,6.5,2013-07-29 00:00:00,2013-12-23 00:00:00,20,147,21.0
1236,SF Saiyuuki Starzinger,7.0,1978-04-02 00:00:00,1979-08-26 00:00:00,73,511,73.0
6075,Ai no Wakakusa Yama Monogatari,5.9,1999-08-01 00:00:00,1999-10-01 00:00:00,12,61,8.7
3807,Honoo no Alpenrose: Judy & Randy,6.8,1985-04-08 00:00:00,1986-04-03 00:00:00,20,360,51.4
4244,Ginga Shippuu Sasuraiger,6.3,1983-04-05 00:00:00,1984-01-31 00:00:00,43,301,43.0
6397,Tentou Mushi no Uta,6.6,1974-10-06 00:00:00,1976-09-26 00:00:00,104,721,103.0
6261,Koguma no Misha,5.8,1979-10-06 00:00:00,1980-04-05 00:00:00,26,182,26.0
6056,Sasuke,6.8,1968-09-03 00:00:00,1969-03-25 00:00:00,29,203,29.0
39457,Shounen Ashibe: Go! Go! Goma-chan 4,5.6,2019-04-02 00:00:00,2019-12-17 00:00:00,24,259,37.0
2783,Oyayubi Hime Monogatari,6.8,1992-09-30 00:00:00,1993-03-31 00:00:00,26,182,26.0
6012,Kinpatsu no Jeanie,5.9,1979-07-19 00:00:00,1979-10-18 00:00:00,13,91,13.0
19961,Heisei Tensai Bakabon,6.1,1990-01-06 00:00:00,1990-12-29 00:00:00,46,357,51.0
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.8,2005-04-06 00:00:00,2006-03-29 00:00:00,52,357,51.0
2503,Nangoku Shounen Papuwa-kun,6.3,1992-10-10 00:00:00,1993-10-02 00:00:00,42,357,51.0
7479,Karate Baka Ichidai,6.5,1973-10-03 00:00:00,1974-09-25 00:00:00,47,357,51.0
8130,Mighty Orbots,5.6,1984-09-08 00:00:00,1984-12-15 00:00:00,13,98,14.0
2200,Muteki Choujin Zanbot 3,6.9,1977-10-08 00:00:00,1978-03-25 00:00:00,23,168,24.0
2570,Ochame na Futago: Claire Gakuin Monogatari,7.1,1991-01-05 00:00:00,1991-11-02 00:00:00,26,301,43.0
3424,Porphy no Nagai Tabi,6.9,2008-01-06 00:00:00,2008-12-28 00:00:00,52,357,51.0
3909,Bikkuriman,6.0,1987-10-11 00:00:00,1989-04-02 00:00:00,75,539,77.0
3836,Meiken Jolie,6.8,1981-04-07 00:00:00,1982-06-22 00:00:00,52,441,63.0
2036,Cosmic Baton Girl Comet-san☆,7.2,2001-04-01 00:00:00,2002-01-27 00:00:00,43,301,43.0
5992,Tsuyoshi Shikkari Shinasai,7.0,1992-10-04 00:00:00,1994-12-25 00:00:00,112,812,116.0
28869,Kaitou Joker 2nd Season,7.3,2015-04-06 00:00:00,2015-06-29 00:00:00,13,84,12.0
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.9,1991-10-06 00:00:00,1992-09-27 00:00:00,46,357,51.0
8285,Ai no Senshi Rainbowman,6.5,1982-10-10 00:00:00,1983-03-27 00:00:00,22,168,24.0
3690,Chou Hatsumei Boy Kanipan,6.7,1999-02-05 00:00:00,1999-06-25 00:00:00,21,140,20.0
2333,Anime Sanjuushi,7.1,1987-10-09 00:00:00,1989-02-17 00:00:00,52,497,71.0
2548,Ai no Wakakusa Monogatari,7.4,1987-01-11 00:00:00,1987-12-27 00:00:00,48,350,50.0
31211,Choegang Top Plate,6.4,2013-09-11 00:00:00,2013-12-26 00:00:00,26,106,15.1
3213,Ganbare Genki,7.4,1980-07-16 00:00:00,1981-04-01 00:00:00,35,259,37.0
677,Sentimental Journey,6.4,1998-04-08 00:00:00,1998-07-01 00:00:00,12,84,12.0
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,6.1,2010-08-05 00:00:00,2010-10-07 00:00:00,10,63,9.0
2732,Baby Baachan,6.6,2002-04-08 00:00:00,2002-12-04 00:00:00,53,240,34.3
4411,Mirai Robo Daltanias,6.6,1979-03-21 00:00:00,1980-03-05 00:00:00,47,350,50.0
